orthographe;classe;freqfilms;nblettres
vaccins;NOM;1.54;7
vacciné;VER;0.53;7
vacciné;ADJ;0.3;7
vaccinée;VER;0.14;8
vaccinée;ADJ;0.03;8
vaccinées;VER;0.01;9
vaccinés;VER;0.11;8
vaccinés;ADJ;0.01;8
vachard;ADJ;0.08;7
vacharde;ADJ;0;8
vachardes;ADJ;0;9
vachardise;NOM;0;10
vachards;ADJ;0;8
vache;ADJ;3.37;5
vache;NOM;36.24;5
vachement;ADV;15.74;9
vacher;NOM;0.77;6
vacherie;NOM;0.42;8
vacheries;NOM;0.27;9
vacherin;NOM;0;8
vachers;NOM;0.13;7
vaches;ADJ;1.01;6
vaches;NOM;11.46;6
vachette;NOM;0.02;8
vachettes;NOM;0;9
vachère;NOM;0;7
vachères;NOM;0.11;8
vacilla;VER;0.1;7
vacillai;VER;0;8
vacillaient;VER;0;11
vacillait;VER;0.02;9
vacillant;ADJ;0.07;9
vacillant;VER;0.27;9
vacillante;ADJ;0.19;10
vacillantes;ADJ;0.01;11
vacillants;ADJ;0.01;10
vacillations;NOM;0;12
vacille;VER;0.93;7
vacillement;NOM;0.01;11
vacillent;VER;0.22;9
vaciller;VER;0.29;8
vacillât;VER;0;8
vacillèrent;VER;0;11
vacillé;VER;0.03;7
vacuité;NOM;0.27;7
vacuole;NOM;0.01;7
vacuolisation;NOM;0.01;13
vacuum;NOM;0.13;6
vade retro;ADV;0.26;10
vadrouillais;VER;0.01;12
vadrouillait;VER;0.01;12
vadrouille;NOM;0.8;10
vadrouille;VER;0.04;10
vadrouillent;VER;0;12
vadrouiller;VER;0.21;11
vadrouilles;NOM;0.14;11
vadrouilles;VER;0.01;11
vadrouilleur;NOM;0.1;12
vadrouilleurs;NOM;0.01;13
vadrouilleuse;NOM;0;13
vadrouilleuses;NOM;0;14
vadrouillez;VER;0.01;11
vadrouillé;VER;0.06;10
vae soli;ADV;0;8
vae victis;ADV;0.02;10
vagabond;ADJ;0.84;8
vagabond;NOM;3.1;8
vagabonda;VER;0;9
vagabondage;NOM;0.68;11
vagabondages;NOM;0.02;12
vagabondaient;VER;0;13
vagabondais;VER;0.28;11
vagabondait;VER;0.26;11
vagabondant;VER;0.04;11
vagabonde;ADJ;0.41;9
vagabonde;NOM;0.3;9
vagabonde;VER;0.68;9
vagabondent;VER;0.17;11
vagabonder;VER;0.78;10
vagabondes;ADJ;0;10
vagabondes;NOM;0.02;10
vagabondes;VER;0.12;10
vagabondiez;VER;0.01;11
vagabonds;ADJ;0.52;9
vagabonds;NOM;2.3;9
vagabondèrent;VER;0;13
vagabondé;VER;0.08;9
vagal;ADJ;0.41;5
vagi;VER;0;4
vagin;NOM;4.11;5
vaginal;ADJ;0.45;7
vaginale;ADJ;0.9;8
vaginales;ADJ;0.38;9
vaginaux;ADJ;0.08;8
vaginite;NOM;0.03;8
vagins;NOM;0.29;6
vagir;VER;0;5
vagis;VER;0;5
vagissaient;VER;0;11
vagissais;VER;0.14;9
vagissait;VER;0;9
vagissant;VER;0;9
vagissant;ADJ;0.03;9
vagissement;NOM;0.43;11
vagissements;NOM;0.27;12
vagissent;VER;0.01;9
vagissons;VER;0;9
vagit;VER;0;5
vagotomie;NOM;0.01;9
vagua;VER;0;5
vaguait;VER;0;7
vaguant;VER;0;7
vague;ADJ;6.32;5
vague;NOM;12.8;5
vague;VER;0.11;5
vaguelette;NOM;0.02;10
vaguelettes;NOM;0.02;11
vaguement;ADV;4.72;9
vaguemestre;NOM;0.14;11
vaguent;VER;0;7
vaguer;VER;0.1;6
vagues;ADJ;3.58;6
vagues;NOM;8.79;6
vahiné;NOM;0.09;6
vahinés;NOM;0.03;7
vaillamment;ADV;0.6;11
vaillance;NOM;1.2;9
vaillant;ADJ;3.75;8
vaillante;ADJ;0.65;9
vaillantes;ADJ;0.05;10
vaillants;ADJ;1;9
vaille;VER;3.04;6
vaillent;VER;0.21;8
vain;ADJ;16.02;4
vainc;VER;0.14;5
vaincra;VER;0.82;7
vaincrai;VER;0.42;8
vaincraient;VER;0.02;11
vaincrais;VER;0.11;9
vaincrait;VER;0.27;9
vaincras;VER;0.19;8
vaincre;VER;13.71;7
vaincrez;VER;0.11;8
vaincrons;VER;1.62;9
vaincront;VER;0.09;9
vaincs;VER;0.06;6
vaincu;VER;7.28;6
vaincu;ADJ;1.33;6
vaincu;NOM;1.09;6
vaincue;VER;1.1;7
vaincue;ADJ;0.4;7
vaincue;NOM;0.16;7
vaincues;VER;0.18;8
vaincues;ADJ;0.04;8
vaincues;NOM;0;8
vaincus;VER;1.42;7
vaincus;ADJ;0.65;7
vaincus;NOM;0.42;7
vaine;ADJ;1.04;5
vainement;ADV;0.55;9
vaines;ADJ;1.57;6
vainquant;VER;0.01;9
vainquent;VER;0.01;9
vainqueur;ADJ;2.89;9
vainqueur;NOM;6.71;9
vainqueurs;ADJ;1.14;10
vainqueurs;NOM;2.38;10
vainquez;VER;0.03;8
vainquions;VER;0.02;10
vainquirent;VER;0.01;11
vainquit;VER;0.18;8
vainquons;VER;0.03;9
vains;ADJ;1.23;5
vair;NOM;0.09;4
vairon;ADJ;0;6
vairon;NOM;0;6
vairons;ADJ;0;7
vairons;NOM;0.04;7
vais;VER;1644.99;4
vaisseau;NOM;67.11;8
vaisseau-amiral;NOM;0.05;15
vaisseaux;NOM;16.27;9
vaisselier;NOM;0.07;10
vaisseliers;NOM;0;11
vaisselle;NOM;12.1;9
vaisselles;NOM;0.01;10
val;NOM;2.12;3
valable;ADJ;7.46;7
valablement;ADV;0;11
valables;ADJ;1.63;8
valaient;VER;1.03;8
valais;VER;0.46;6
valait;VER;15.82;6
valant;VER;1;6
valaque;NOM;0.01;7
valdingua;VER;0;9
valdingue;VER;0;9
valdinguer;VER;0.05;10
valdingues;VER;0;10
valdingué;VER;0;9
valdingués;VER;0;10
valdôtains;NOM;0;10
valence;NOM;0.28;7
valencien;NOM;0;9
valencienne;NOM;0.14;11
valent;VER;9.79;6
valentin;NOM;0.11;8
valentine;NOM;0.16;9
valentinien;NOM;0.02;11
valet;NOM;9.23;5
valetaille;NOM;0.01;10
valeter;VER;0.14;7
valets;NOM;2.17;6
valeur;NOM;32.48;6
valeur-refuge;NOM;0;13
valeureuse;ADJ;0;10
valeureusement;ADV;0.01;14
valeureuses;ADJ;0.01;11
valeureux;ADJ;2.44;9
valeurs;NOM;12.91;7
valez;VER;2.49;5
valgus;ADJ;0.02;6
valida;VER;0;6
validait;VER;0;8
validant;VER;0;8
validation;NOM;0.14;10
valide;ADJ;1.72;6
valide;VER;0.26;6
valident;VER;0.01;8
valider;VER;0.72;7
valideront;VER;0.03;10
valides;ADJ;0.59;7
validité;NOM;0.35;8
validé;VER;0.18;6
validé;ADJ;0.04;6
validé;NOM;0.04;6
validée;VER;0.03;7
validée;ADJ;0.04;7
valiez;VER;0.15;6
valions;VER;0.16;7
valise;NOM;33.21;6
valises;NOM;17.79;7
valisé;VER;0;6
valkyries;NOM;0.02;9
valleuse;NOM;0;8
vallon;NOM;2.11;6
vallonnaient;VER;0;12
vallonnait;VER;0;10
vallonnement;NOM;0;12
vallonnements;NOM;0;13
vallonner;VER;0;9
vallonné;ADJ;0.03;8
vallonnée;VER;0;9
vallonnée;ADJ;0.01;9
vallonnées;ADJ;0.01;10
vallonnés;ADJ;0.01;9
vallons;NOM;0.4;7
vallée;NOM;12.51;6
vallées;NOM;1.03;7
valoche;NOM;0.19;7
valoches;NOM;0.27;8
valoir;VER;4.62;6
valons;VER;0.78;6
valorisait;VER;0;10
valorisant;ADJ;0.35;10
valorisante;ADJ;0.02;11
valorisation;NOM;0.01;12
valorise;VER;0.19;8
valoriser;VER;0.22;9
valorisez;VER;0.01;9
valorisé;VER;0;8
valorisée;VER;0.02;9
valorisés;VER;0.01;9
valpolicella;NOM;0.01;12
vals;NOM;0.61;4
valsa;VER;0;5
valsaient;VER;0;9
valsait;VER;0.04;7
valsant;VER;0.05;7
valse;NOM;5.45;5
valse;VER;0.1;5
valse-hésitation;NOM;0;16
valsent;VER;0.11;7
valser;VER;1.33;6
valsera;VER;0.01;7
valses;NOM;0.11;6
valses;VER;0.02;6
valses-hésitations;NOM;0;18
valseur;NOM;0.01;7
valseurs;NOM;0;8
valseuse;NOM;0.11;8
valseuses;NOM;0.14;9
valsez;VER;0.04;6
valsons;VER;0.02;7
valsèrent;VER;0.01;9
valsé;VER;0.2;5
valu;VER;3.82;4
value;VER;0.12;5
values;VER;0;6
valurent;VER;0.03;8
valut;VER;0.56;5
valve;NOM;1.6;5
valves;NOM;1.03;6
valvulaires;ADJ;0;11
valvule;NOM;0.22;7
valériane;NOM;0.3;9
valétudinaire;ADJ;0.01;13
valût;VER;0;5
vamp;NOM;0.33;4
vamp-club;NOM;0.01;9
vampe;VER;0.01;5
vamper;VER;0.2;6
vampire;NOM;15.29;7
vampires;NOM;11.98;8
vampirique;ADJ;0.21;10
vampirisant;VER;0.01;11
vampirise;VER;0.04;9
vampirisme;NOM;0.32;10
vampirisé;VER;0;9
vampirisée;VER;0.05;10
vampirisées;VER;0;11
vamps;NOM;0.16;5
vampé;VER;0.03;5
van;NOM;8.78;3
vanadium;NOM;0;8
vandale;ADJ;0.01;7
vandale;NOM;0.33;7
vandales;ADJ;0.03;8
vandales;NOM;0.81;8
vandalisent;VER;0.01;11
vandaliser;VER;0.09;10
vandalisme;NOM;1.53;10
vandalisé;VER;0.23;9
vandoises;NOM;0;9
vanille;NOM;2.5;7
vanillé;ADJ;0.17;7
vanillée;ADJ;0;8
vanillées;ADJ;0;9
vaniteuse;ADJ;0.49;9
vaniteuse;NOM;0.03;9
vaniteusement;ADV;0;13
vaniteuses;ADJ;0.14;10
vaniteux;ADJ;1.6;8
vaniteux;NOM;0.27;8
vanity-case;NOM;0.11;11
vanité;NOM;5.16;6
vanités;NOM;0.59;7
vanna;VER;0.04;5
vannais;VER;0;7
vannait;VER;0;7
vanne;NOM;0.94;5
vanne;VER;0.09;5
vanneau;NOM;0;7
vanneaux;NOM;0;8
vannent;VER;0.02;7
vanner;VER;0.09;6
vannerie;NOM;0.14;8
vanneries;NOM;0;9
vannes;NOM;1.79;6
vannes;VER;0.01;6
vanneur;NOM;0;7
vanneurs;NOM;0;8
vannier;NOM;0;7
vanniers;NOM;0;8
vannières;NOM;0;9
vannèrent;VER;0;9
vanné;VER;0.56;5
vanné;ADJ;0.08;5
vannée;VER;0.36;6
vannée;ADJ;0.16;6
vannés;VER;0.16;6
vans;NOM;0.13;4
vanta;VER;0.03;5
vantai;VER;0;6
vantaient;VER;0.05;9
vantail;NOM;0;7
vantais;VER;0.25;7
vantait;VER;0.49;7
vantant;VER;0.36;7
vantard;ADJ;0.29;7
vantard;NOM;1.06;7
vantarde;ADJ;0.01;8
vantarde;NOM;0.01;8
vantardes;ADJ;0.01;9
vantardise;NOM;0.16;10
vantardises;NOM;0.03;11
vantards;ADJ;0.02;8
vantards;NOM;0.53;8
vantaux;NOM;0;7
vante;VER;1.86;5
vantent;VER;0.39;7
vanter;VER;4.8;6
vantera;VER;0.01;7
vanterai;VER;0.16;8
vanterais;VER;0.07;9
vanterait;VER;0.01;9
vanteras;VER;0.14;8
vanterie;NOM;0;8
vanteries;NOM;0.01;9
vanteront;VER;0.02;9
vantes;VER;0.46;6
vantez;VER;0.16;6
vantiez;VER;0.01;7
vantions;VER;0.1;8
vantons;VER;0.03;7
vantât;VER;0;6
vanté;VER;1.12;5
vantée;VER;0.22;6
vantées;VER;0;7
vantés;VER;0.01;6
vape;NOM;0;4
vapes;NOM;1.26;5
vapeur;NOM;6.17;6
vapeurs;NOM;1.85;7
vaporetto;NOM;0.32;9
vaporeuse;ADJ;0.17;9
vaporeuses;ADJ;0;10
vaporeux;ADJ;0.04;8
vaporisa;VER;0;8
vaporisais;VER;0.01;10
vaporisait;VER;0.14;10
vaporisant;VER;0;10
vaporisateur;NOM;0.28;12
vaporisateurs;NOM;0.01;13
vaporisation;NOM;0.09;12
vaporisations;NOM;0;13
vaporise;VER;0.2;8
vaporiser;VER;0.51;9
vaporiserait;VER;0.03;12
vaporises;VER;0.02;9
vaporisez;VER;0.08;9
vaporisé;VER;0.42;8
vaporisée;VER;0.07;9
vaps;NOM;0.24;4
vaquai;VER;0;6
vaquaient;VER;0.04;9
vaquais;VER;0.03;7
vaquait;VER;0.01;7
vaquant;VER;0.02;7
vaque;VER;0.07;5
vaquent;VER;0;7
vaquer;VER;0.37;6
vaquerait;VER;0;9
vaquero;NOM;0.06;7
vaqueros;NOM;0.05;8
vaquions;VER;0;8
vaquons;VER;0.1;7
vaqué;VER;0.02;5
var;NOM;0.01;3
vara;ADJ;0;4
varan;NOM;0.01;5
varans;NOM;0.01;6
varappe;NOM;0.06;7
varapper;VER;0;8
varappeur;NOM;0;9
varech;NOM;0.25;6
varechs;NOM;0;7
varenne;NOM;0;7
varennes;NOM;0;8
vareuse;NOM;0.56;7
vareuses;NOM;0.25;8
varia;NOM;0.02;5
variabilité;NOM;0.05;11
variable;ADJ;0.81;8
variable;NOM;0.31;8
variables;ADJ;0.17;9
variables;NOM;0.74;9
variaient;VER;0.01;9
variais;VER;0;7
variait;VER;0.03;7
variance;NOM;0.03;8
variant;ADJ;0.01;7
variant;VER;0.03;7
variante;ADJ;0.13;8
variante;NOM;0.77;8
variantes;ADJ;0;9
variantes;NOM;0.18;9
variateur;NOM;0.02;9
variation;NOM;0.5;9
variations;NOM;1.33;10
varice;NOM;0.01;6
varicelle;NOM;1.03;9
varices;NOM;0.66;7
varie;VER;0.91;5
varient;VER;0.46;7
varier;VER;0.66;6
varierai;VER;0.01;8
varieraient;VER;0;11
varierait;VER;0;9
varieront;VER;0;9
variole;NOM;2.42;7
variorum;NOM;0;8
variqueuses;ADJ;0;11
variqueux;ADJ;0;9
variât;VER;0;6
varié;VER;0.23;5
varié;ADJ;0.47;5
variée;VER;0.23;6
variée;ADJ;0.22;6
variées;VER;0.05;7
variées;ADJ;0.43;7
variés;VER;0.08;6
variés;ADJ;0.41;6
variétal;ADJ;0.01;8
variété;NOM;2.17;7
variétés;NOM;1.25;8
varlet;NOM;0.01;6
varlope;NOM;0;7
varon;NOM;0.12;5
varsovien;NOM;0.1;9
vas;VER;1009.22;3
vasa;VER;0.02;4
vasais;NOM;0;6
vasait;VER;0;6
vasards;ADJ;0;7
vasculaire;ADJ;1.01;10
vasculaires;ADJ;0.25;11
vascularisé;ADJ;0.02;11
vasculo-nerveux;NOM;0.01;15
vase;NOM;9.83;4
vasectomie;NOM;0.38;10
vaseline;NOM;0.94;8
vaseliner;VER;0.01;9
vaselinez;VER;0.01;9
vaseliné;VER;0;8
vaser;VER;0;5
vases;NOM;0.91;5
vaseuse;ADJ;0.14;7
vaseuses;ADJ;0.03;8
vaseux;ADJ;0.25;6
vasistas;NOM;0.08;8
vasière;NOM;0;7
vasières;NOM;0;8
vasoconstricteur;ADJ;0.14;16
vasoconstriction;NOM;0.03;16
vasodilatateur;ADJ;0.01;14
vasodilatation;NOM;0.01;14
vasomoteurs;ADJ;0.02;11
vasopressine;NOM;0.01;12
vasouillard;ADJ;0;11
vasouillarde;ADJ;0;12
vasouille;VER;0.01;9
vasouiller;VER;0.1;10
vasouilles;VER;0.01;10
vasque;NOM;0.01;6
vasques;NOM;0.24;7
vassal;NOM;1.77;6
vassale;NOM;0;7
vassalité;NOM;0;9
vassaux;NOM;0.47;7
vaste;ADJ;8.44;5
vastes;ADJ;1.88;6
vastitude;NOM;0;9
vastitudes;NOM;0;10
vastité;NOM;0;7
vater;NOM;0;5
vaticane;ADJ;0;8
vaticanesque;ADJ;0;12
vaticinait;VER;0;10
vaticinant;VER;0;10
vaticination;NOM;0;12
vaticinations;NOM;0;13
vaticine;VER;0;8
vaticiner;VER;0;9
vatères;NOM;0;7
vau;NOM;0.01;3
vau-l'eau;NOM;0;9
vauclusien;ADJ;0.14;10
vauclusiennes;ADJ;0;13
vaudeville;NOM;0.35;10
vaudevilles;NOM;0.05;11
vaudevillesque;ADJ;0.03;14
vaudevillesques;ADJ;0;15
vaudois;ADJ;0;7
vaudois;NOM;0;7
vaudoise;ADJ;0;8
vaudou;ADJ;1.33;6
vaudou;NOM;2.92;6
vaudoue;ADJ;0.03;7
vaudoues;ADJ;0;8
vaudouisme;NOM;0.02;10
vaudous;ADJ;0.12;7
vaudous;NOM;0.01;7
vaudra;VER;4.34;6
vaudrai;VER;0.07;7
vaudraient;VER;0.29;10
vaudrais;VER;0.07;8
vaudrait;VER;14.23;8
vaudras;VER;0.21;7
vaudrez;VER;0.03;7
vaudrions;VER;0.02;9
vaudrons;VER;0;8
vaudront;VER;0.42;8
vaurien;NOM;7.06;7
vaurienne;NOM;0.21;9
vauriens;NOM;2.94;8
vaut;VER;161.53;4
vautour;NOM;2.41;7
vautours;NOM;3.48;8
vautra;VER;0;6
vautraient;VER;0;10
vautrais;VER;0.02;8
vautrait;VER;0.03;8
vautrant;VER;0.12;8
vautre;NOM;0;6
vautre;VER;0.31;6
vautrent;VER;0.04;8
vautrer;VER;1.07;7
vautreraient;VER;0;12
vautrerais;VER;0;10
vautrez;VER;0.16;7
vautrèrent;VER;0;10
vautré;VER;0.6;6
vautré;ADJ;0.11;6
vautrée;VER;0.22;7
vautrée;ADJ;0;7
vautrées;VER;0.01;8
vautrées;ADJ;0;8
vautrés;VER;0.16;7
vautrés;ADJ;0;7
vauvert;NOM;0;7
vaux;NOM;0.88;4
vaux;VER;10.79;4
vauxhall;NOM;0.06;8
veau;NOM;7.69;4
veaux;NOM;0.97;5
vecteur;ADJ;0.17;7
vecteur;NOM;0.62;7
vecteurs;ADJ;0.05;8
vecteurs;NOM;0.3;8
vectoriel;ADJ;0.03;9
vectorielle;ADJ;0.21;11
vedettariat;NOM;0.07;11
vedette;NOM;11.18;7
vedettes;NOM;2.37;8
veilla;VER;0.01;6
veillai;VER;0.1;7
veillaient;VER;0.18;10
veillais;VER;0.48;8
veillait;VER;0.79;8
veillant;VER;0.25;8
veille;NOM;16.84;6
veille;VER;8.1;6
veillent;VER;1.14;8
veiller;VER;10.18;7
veillera;VER;1.66;8
veillerai;VER;4.61;9
veillerais;VER;0.23;10
veillerait;VER;0.23;10
veilleras;VER;0.27;9
veillerez;VER;0.27;9
veillerons;VER;0.3;10
veilleront;VER;0.23;10
veilles;NOM;0.23;7
veilles;VER;1.19;7
veilleur;NOM;2.1;8
veilleurs;NOM;0.05;9
veilleuse;NOM;1.53;9
veilleuses;NOM;0.17;10
veillez;VER;5.11;7
veillions;VER;0.02;9
veillons;VER;0.1;8
veillâmes;VER;0;9
veillât;VER;0;7
veillèrent;VER;0.01;10
veillé;VER;2.71;6
veillé;ADJ;0;6
veillée;VER;0.24;7
veillée;ADJ;0.19;7
veillée;NOM;2.34;7
veillées;ADJ;0;8
veillées;NOM;0.22;8
veillés;VER;0;7
veinaient;VER;0;9
veinait;VER;0.01;7
veinard;ADJ;1.28;7
veinard;NOM;4.33;7
veinarde;ADJ;0.23;8
veinarde;NOM;0.9;8
veinardes;ADJ;0.04;9
veinardes;NOM;0.03;9
veinards;ADJ;0.21;8
veinards;NOM;0.53;8
veine;NOM;10.75;5
veinent;VER;0;7
veines;NOM;8.99;6
veineuse;ADJ;0.06;8
veineux;ADJ;0.14;7
veinule;NOM;0;7
veinules;NOM;0;8
veinulé;ADJ;0;7
veinures;NOM;0;8
veiné;VER;0;5
veiné;ADJ;0;5
veinée;VER;0;6
veinée;ADJ;0.11;6
veinées;VER;0;7
veinées;ADJ;0;7
veinés;VER;0;6
veinés;ADJ;0;6
velcro;NOM;0.39;6
veld;NOM;0.01;4
veldt;NOM;0.04;5
vellave;ADJ;0;7
velléitaire;ADJ;0.04;11
velléité;NOM;0.1;8
velléités;NOM;0.1;9
velours;NOM;4.31;7
veloutaient;VER;0;11
veloutait;VER;0;9
veloute;VER;0;7
veloutent;VER;0;9
velouter;VER;0;8
velouteuse;ADJ;0.01;10
velouteux;ADJ;0;9
velouté;VER;0.02;7
velouté;ADJ;0.3;7
velouté;NOM;0.14;7
veloutée;VER;0;8
veloutée;ADJ;0.05;8
veloutées;VER;0.01;9
veloutées;ADJ;0;9
veloutés;ADJ;0;8
veloutés;NOM;0.14;8
velte;NOM;0.01;5
velu;ADJ;0.47;4
velue;ADJ;0.25;5
velues;ADJ;0.22;6
velum;NOM;0.03;5
velus;ADJ;0.1;5
velux;NOM;0.01;5
velvet;NOM;0.15;6
venaient;VER;9.96;8
venais;VER;23.32;6
venaison;NOM;0.08;8
venaisons;NOM;0;9
venait;VER;50.25;6
venant;NOM;0.23;6
venant;VER;17.66;6
vend;VER;22.75;4
vendable;ADJ;0.02;8
vendables;ADJ;0.02;9
vendaient;VER;0.56;9
vendais;VER;1.96;7
vendait;VER;4.46;7
vendange;NOM;0.17;8
vendange;VER;0.14;8
vendangeait;VER;0;11
vendanger;VER;0.47;9
vendanges;NOM;1.37;9
vendanges;VER;0.14;9
vendangeur;NOM;0;10
vendangeurs;NOM;0;11
vendangeuses;NOM;0;12
vendangé;VER;0;8
vendant;VER;2.11;7
vende;VER;1.93;5
vendent;VER;6.09;7
vendes;VER;0.29;6
vendetta;NOM;1.2;8
vendettas;NOM;0.05;9
vendeur;NOM;11.3;7
vendeurs;NOM;2.71;8
vendeuse;NOM;2.04;8
vendeuses;NOM;0.79;9
vendez;VER;6.11;6
vendiez;VER;0.34;7
vendions;VER;0.13;8
vendirent;VER;0.16;9
vendis;VER;0.31;6
vendisse;VER;0;8
vendit;VER;0.26;6
vendons;VER;1.34;7
vendra;VER;3.03;6
vendrai;VER;3.15;7
vendraient;VER;0.23;10
vendrais;VER;1.68;8
vendrait;VER;1.34;8
vendras;VER;0.48;7
vendre;VER;73.62;6
vendredi;NOM;31.36;8
vendredis;NOM;1.13;9
vendrez;VER;0.65;7
vendriez;VER;0.3;8
vendrons;VER;0.44;8
vendront;VER;0.53;8
vends;VER;23.35;5
vendu;VER;37.62;5
vendu;ADJ;1.75;5
vendu;NOM;3.01;5
vendue;VER;7.17;6
vendue;ADJ;0.4;6
vendue;NOM;0.29;6
vendues;VER;1.09;7
vendues;ADJ;0.23;7
vendues;NOM;0.23;7
vendus;VER;3.47;6
vendus;ADJ;0.59;6
vendus;NOM;0.49;6
vendéen;ADJ;0;7
vendéen;NOM;0;7
vendéenne;ADJ;0;9
vendéennes;ADJ;0;10
vendéens;ADJ;0;8
vendémiaire;NOM;0;11
vendît;VER;0;6
vendômois;ADJ;0;9
venelle;NOM;0.21;7
venelles;NOM;0;8
venette;NOM;0.01;7
veneur;NOM;0;6
veneurs;NOM;0;7
venez;VER;304.03;5
venge;VER;3.89;5
vengea;VER;0.17;6
vengeai;VER;0;7
vengeaient;VER;0;10
vengeais;VER;0.03;8
vengeait;VER;0.16;8
vengeance;NOM;27.85;9
vengeances;NOM;0.42;10
vengeant;VER;0.25;8
vengent;VER;0.71;7
vengeons;VER;0.32;8
venger;VER;20.93;6
vengera;VER;0.97;7
vengerai;VER;1.88;8
vengerais;VER;0.31;9
vengerait;VER;0.21;9
vengeresse;ADJ;0.35;10
vengeresse;NOM;0.03;10
vengeresses;ADJ;0.01;11
vengerez;VER;0.24;8
vengerons;VER;0.44;9
vengeront;VER;0.58;9
venges;VER;0.59;6
vengeur;ADJ;0.94;7
vengeur;NOM;1.15;7
vengeurs;ADJ;0.23;8
vengeurs;NOM;0.09;8
vengez;VER;0.77;6
vengeât;VER;0;7
vengiez;VER;0.11;7
vengèrent;VER;0;9
vengé;VER;3.19;5
vengée;VER;1.23;6
vengées;VER;0.15;7
vengés;VER;0.6;6
veniez;VER;9.37;6
venimeuse;ADJ;0.77;9
venimeusement;ADV;0;13
venimeuses;ADJ;0.32;10
venimeux;ADJ;1.58;8
venin;NOM;3.57;5
venins;NOM;0.02;6
venions;VER;2.07;7
venir;VER;367.13;5
venise;NOM;0.03;6
venons;VER;17.22;6
vent;NOM;71.5;4
venta;VER;0.26;5
ventail;NOM;0.01;7
ventas;VER;0;6
vente;NOM;20.93;5
vente;VER;0.46;5
venter;VER;0.03;6
ventes;NOM;6.61;6
venteuse;ADJ;0.04;8
venteuses;ADJ;0;9
venteux;ADJ;0.11;7
ventilant;VER;0;9
ventilateur;NOM;2.43;11
ventilateurs;NOM;0.59;12
ventilation;NOM;2.84;11
ventilations;NOM;0.05;12
ventile;VER;0.32;7
ventiler;VER;0.23;8
ventilez;VER;0.07;8
ventilo;NOM;0.32;7
ventilos;NOM;0.22;8
ventilé;VER;0.08;7
ventilé;ADJ;0.17;7
ventilée;VER;0.01;8
ventilée;ADJ;0.01;8
ventilées;ADJ;0.14;9
ventilés;VER;0.01;8
ventilés;ADJ;0.02;8
ventis;NOM;0.01;6
ventouse;NOM;0.44;8
ventousent;VER;0;10
ventouses;NOM;0.25;9
ventousé;VER;0;8
ventousée;VER;0.01;9
ventral;ADJ;0.09;7
ventrale;ADJ;0.08;8
ventre;NOM;46.07;6
ventre-saint-gris;ONO;0;17
ventrebleu;ONO;0.02;10
ventres;NOM;0.84;7
ventriculaire;ADJ;0.61;13
ventricule;NOM;0.55;10
ventricules;NOM;0.23;11
ventriloque;NOM;1.05;11
ventriloques;NOM;0.08;12
ventriloquie;NOM;0.04;12
ventripotent;ADJ;0.01;12
ventripotent;NOM;0;12
ventripotents;ADJ;0;13
ventrière;NOM;0.01;9
ventru;ADJ;0.08;6
ventrue;ADJ;0.01;7
ventrues;ADJ;0;8
ventrus;ADJ;0.03;7
ventrée;NOM;0.01;7
ventrées;NOM;0.1;8
vents;NOM;5.84;5
venté;ADJ;0.02;5
ventée;ADJ;0.03;6
ventées;ADJ;0;7
ventés;VER;0;6
ventôse;NOM;0.14;7
venu;VER;244.7;4
venu;ADJ;13.93;4
venue;VER;93.14;5
venue;ADJ;9.35;5
venue;NOM;8.34;5
venues;VER;5.49;6
venues;ADJ;1.02;6
venues;NOM;1.26;6
venus;VER;53.34;5
venus;ADJ;3.37;5
venus;NOM;2.88;5
ver;ADJ;0.02;3
ver;NOM;10.21;3
verbal;ADJ;0.92;6
verbale;ADJ;0.71;7
verbalement;ADV;0.53;11
verbales;ADJ;0.39;8
verbalisation;NOM;0.04;13
verbalise;VER;0.27;9
verbaliser;VER;0.42;10
verbalisez;VER;0.02;10
verbalisme;NOM;0;10
verbaliste;NOM;0;10
verbalisé;VER;0.08;9
verbalisée;VER;0.01;10
verbatim;NOM;0.01;8
verbaux;ADJ;0.25;7
verbe;NOM;1.66;5
verbes;NOM;0.36;6
verbeuse;ADJ;0.01;8
verbeuses;ADJ;0;9
verbeux;ADJ;0.17;7
verbiage;NOM;0.18;8
verbosité;NOM;0;9
verbosités;NOM;0;10
verdelet;ADJ;0;8
verdeur;NOM;0;7
verdeurs;NOM;0;8
verdi;ADJ;0.02;5
verdi;VER;0;5
verdict;NOM;8.57;7
verdicts;NOM;0.07;8
verdie;ADJ;0;6
verdie;VER;0;6
verdier;NOM;0;7
verdiers;NOM;0.03;8
verdies;ADJ;0;7
verdies;VER;0;7
verdine;NOM;0;7
verdir;VER;0.16;6
verdis;ADJ;0;6
verdis;VER;0.01;6
verdissaient;VER;0;12
verdissait;VER;0;10
verdissant;ADJ;0;10
verdissante;ADJ;0;11
verdissants;ADJ;0;11
verdissent;VER;0.02;10
verdit;VER;0.02;6
verdoie;VER;0.11;7
verdoiement;NOM;0.14;11
verdoient;VER;0.02;9
verdoyant;ADJ;0.13;9
verdoyant;VER;0;9
verdoyante;ADJ;0.06;10
verdoyantes;ADJ;0.46;11
verdoyants;ADJ;0.02;10
verdoyer;VER;0;8
verdure;NOM;1.05;7
verdures;NOM;0.1;8
verdâtre;ADJ;0.08;8
verdâtres;ADJ;0.03;9
verge;NOM;0.69;5
vergence;NOM;0.02;8
